Thoigian,Linh_vuc,Chuyen_muc,Dia_diem,Muc_do,Nguon_tin,Tin_bai,Tom_tat_noi_dung
19/12/2023,đất đai,"chính sách, quản lý",Hà Nội,4,Kinh tế & Đô thị ,Huyện Phúc Thọ thu hơn 500 tỷ đồng từ đấu giá quyền sử dụng đất. ,"Giám đốc Trung tâm Phát triển quỹ đất huyện Phúc Thọ (Hà Nội) Nguyễn Anh Tuấn cho biết, từ đầu năm 2023 đến nay, đơn vị đã chủ trì phối hợp tổ chức đấu giá thành công 14 phiên, với tổng số tiền trúng đấu giá hơn 499 tỷ đồng. "
19/12/2023,đất đai,"thực trạng, sai phạm",Quảng Ninh,2,"Lao Động, VietNamNet). ",Kỷ luật cán bộ TP.Hạ Long cung cấp thông tin đất đai cho dân và nhận quà ,"Ban Thường vụ Thành ủy Hạ Long đã có quyết định thi hành Kỷ luật cán bộ TP.Hạ Long cung cấp thông tin đất đai cho dân và nhận quà đối với ông Nguyễn Tuấn Phú - Phó Bí thư Đảng ủy, Chủ tịch HĐND xã Sơn Dương, nguyên Phó Bí thư Chi bộ, Phó Trưởng phòng Tài nguyên và Môi trường, Giám đốc Văn phòng Đăng ký quyền sử dụng đất TP.Hạ Long "
19/12/2023,đất đai,"thực trạng, sai phạm",Quảng Ninh,2,"Tiền phong, Tin tức, VTC, VietNamPlus",Cách hết các chức vụ trong Đảng một cán bộ của TP. Hạ Long ,"Ban Thường vụ Thành ủy Hạ Long đã có quyết định thi hành Kỷ luật cán bộ TP.Hạ Long cung cấp thông tin đất đai cho dân và nhận quà đối với ông Nguyễn Tuấn Phú - Phó Bí thư Đảng ủy, Chủ tịch HĐND xã Sơn Dương, nguyên Phó Bí thư Chi bộ, Phó Trưởng phòng Tài nguyên và Môi trường, Giám đốc Văn phòng Đăng ký quyền sử dụng đất TP.Hạ Long "
19/12/2023,đất đai,"thực trạng, sai phạm",Quảng Ninh,2,"Thanh niên, Dân Việt, Đại đoàn kết",Nguyên Phó phòng TN-MT TP.Hạ Long tuồn thông tin đất đai để vụ lợi,"Ban Thường vụ Thành ủy Hạ Long đã có quyết định thi hành Kỷ luật cán bộ TP.Hạ Long cung cấp thông tin đất đai cho dân và nhận quà đối với ông Nguyễn Tuấn Phú - Phó Bí thư Đảng ủy, Chủ tịch HĐND xã Sơn Dương, nguyên Phó Bí thư Chi bộ, Phó Trưởng phòng Tài nguyên và Môi trường, Giám đốc Văn phòng Đăng ký quyền sử dụng đất TP.Hạ Long "
19/12/2023,đất đai,"thực trạng, sai phạm",Khánh Hòa ,2,An ninh tiền tệ,4 cựu lãnh đạo Khánh Hòa thoát bồi thường vụ giao 'đất vàng',"Sau 6 ngày xét xử và nghị án, chiều 18/12, Hội đồng xét xử Tòa án nhân dân (TAND) tỉnh Khánh Hòa đã tuyên án 4 cựu lãnh đạo tỉnh này phạm tội Vi phạm quy định về quản lý, sử dụng tài sản nhà nước gây thất thoát, lãng phí, xảy ra tại dự án Nha Trang Golden Gate"
19/12/2023,đất đai,"thực trạng, sai phạm",Khánh Hòa ,2,Dân Việt,"Hai cựu Chủ tịch UBND tỉnh Khánh Hòa lãnh án trong vụ giao trái phép ""đất vàng"" ","Sau 6 ngày xét xử và nghị án, chiều 18/12, Hội đồng xét xử Tòa án nhân dân (TAND) tỉnh Khánh Hòa đã tuyên án 4 cựu lãnh đạo tỉnh này phạm tội Vi phạm quy định về quản lý, sử dụng tài sản nhà nước gây thất thoát, lãng phí, xảy ra tại dự án Nha Trang Golden Gate"
19/12/2023,đất đai,"thực trạng, sai phạm",Đồng Nai,2,Xây dựng ,Đồng Nai: Hàng loạt căn nhà xây dựng trái phép trên một thửa đất nông nghiệp,hàng loạt căn nhà ngang nhiên mọc lên trên một thửa đất nông nghiệp nhưng chính quyền không hề hay biết để kịp thời ngăn chặn. 
19/12/2023,nước,"chính sách, quản lý",toàn quốc,4,"Đảng cộng sản, TN&MT","Đảm bảo tiến độ xây dựng các Nghị định thi hành Luật Tài nguyên nước,",Thứ trưởng Bộ TN&MT Lê Công Thành đề nghị 
19/12/2023,nước,"chính sách, quản lý",toàn quốc,4,(VietNamPlus).,"Giải bài toán thiếu nước sạch đô thị: Cần sớm ban hành Luật Cấp, thoát nước ","giới chuyên gia cho rằng tới đây các bộ, ngành, địa phương cần phải rà soát, đánh giá toàn bộ hệ thống cấp nước đô thị; bổ sung hoàn thiện hành lang pháp lý, cơ chế chính sách về cấp nước đô thị để làm cơ sở điều chỉnh toàn bộ hành vi liên quan đến cấp nước đô thị"
19/12/2023,môi trường,"chính sách, quản lý",Bộ Tài nguyên và Môi trường ,4,"TN&MT, VietNamPlus.", Công bố danh sách các tổ chức được ủy quyền tổ chức thực hiện tái chế s,"Bộ Tài nguyên và Môi trường vừa ban hành Thông báo số 782/TB-BTNMT về việc Công bố danh sách các tổ chức được ủy quyền tổ chức thực hiện tái chế sản phẩm, bao bì"
19/12/2023,môi trường,"chính sách, quản lý",toàn quốc,2,TheLEADER,Chuyện tái chế nhôm và nguy cơ thất bại của chính sách EPR.,Chuyện tái chế nhôm và nguy cơ thất bại của chính sách EPR.
19/12/2023,môi trường,"chính sách, quản lý",TPHCM,4,Giáo dục & Thời đại,* Dùng AI cảnh báo ô nhiễm không khí.,"PGS.TS Phạm Trần Vũ, Trường Đại học Bách khoa, Đại học Quốc gia TPHCM"
19/12/2023,môi trường,"chính sách, quản lý",TPHCM,4,Tuổi trẻ ,"Năm 2024, người dân TP.HCM xài 100.000 đồng nước sạch, phải đóng thêm phí 25.000 đồng. ","Tổng công ty Cấp nước Sài Gòn TNHH MTV Sawaco cho biết đơn vị sẽ thu hộ phí thoát nước, xử lý nước thải cho TP với mức phí năm 2024 là 25% giá trị hóa đơn nước sạch."
19/12/2023,môi trường,"chính sách, quản lý",Thanh Hóa ,4,Môi trường & Đô thị. ,Cấp phép môi trường cho Tập đoàn Vingroup - Công ty cổ phần,"UBND tỉnh Thanh Hóa đã Cấp phép môi trường cho Tập đoàn Vingroup - Công ty cổ phần, địa chỉ tại: Số 7 đường Bằng Lăng 1, KĐT Vinhomes Riverside, phường Việt Hưng, quận Long Biên, thành phố Hà Nội được thực hiện các hoạt động bảo vệ môi trường của Khu đô thị mới phường Điện Biên, thành phố Thanh Hóa, tỉnh Thanh Hóa"
19/12/2023,môi trường,"chính sách, quản lý",Quảng Bình ,3,VietNamPlus,Hỗ trợ gần 600 triệu đồng bảo tồn loài Gà lôi lam mào trắng tại Việt Nam. ,Dự án “Hỗ trợ bảo tồn Gà lôi lam mào trắng tại Việt Nam” do Hội Trĩ Thế giới (World Pheasant Association - WPA) 
19/12/2023,môi trường,"chính sách, quản lý",Bình Định ,4,Pháp luật TP.HCM,"Khơi thông dòng chảy, tiêu thoát lũ do bùn thải ở Quy Nhơn.",", ông Nguyễn Việt Cường, Chi cục Bảo vệ môi trường - Sở TN&MT tỉnh Bình Định cho hay, Công ty CP Cảng Quy Nhơn hoàn thành việc bơm hút bùn thải, thông luồng dòng chảy tiêu thoát lũ khu vực đập tràn Quy Nhơn 3 (phường Nhơn Bình, TP Quy Nhơn, tỉnh Bình Định)."
19/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Hà Nội,2,Pháp luật Việt Nam,Bắt 3 'cát tặc' hút hơn 100 khối cát trên sông Hồng ,"phát hiện 1 phương tiện tàu hút biển số VP 1256 đang thực hiện hành vi khai thác cát trái phép trên sông Hồng khu vực phường Phú Thịnh, thị xã Sơn Tây (Hà Nội)"
19/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Hải Phòng ,2,Giao thông ,Hải Phòng: Những cánh đồng trơ trọi vì “đất tặc”.,"nhiều cánh đồng màu mỡ bị khai thác trái phép lớp đất bề mặt, trơ ra đất nền"
19/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Phú Yên,2,Thanh tra,"Thị xã Đông Hòa, Phú Yên: Khai thác khoáng sản trái phép rầm rộ. ","Thị xã Đông Hòa, Phú Yên: Khai thác khoáng sản trái phép rầm rộ. Mặc dù báo chí phản ánh rất nhiều và chính quyền địa phương cũng liên tục xử lý nhưng không giải quyết triệt"
19/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Hà Tĩnh ,2,Công luận,Việc khai thác mỏ cát Mỹ Yên là đúng cơ sở pháp lý và thực tiễn.,"để tạo điều kiện cho việc khai thác mỏ cát Mỹ, cấp ủy, chính quyền, các lực lượng chức năng ở Cẩm Xuyên và tỉnh Hà Tĩnh đã chủ động đi trước về các vấn đề liên quan đến công tác vận động, tuyên truyền, thủ tục pháp lý, tạo sự đồng thuận cao trong mọi tầng lớp xã hội."
19/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Kon Tum. ,2,Môi trường & Đô thị,"Xảy ra trận động đất có độ lớn 4.0 tại huyện Kon Plông,",Xảy ra trận động đất có độ lớn 4.0 
19/12/2023,KTTV - BĐKH,"thực trạng, sai phạm",toàn quốc,4,VietNamPlus,"Thủ tướng tham dự Hội nghị Thượng đỉnh “Cộng đồng Châu Á Phát thải Ròng bằng 0""","Thủ tướng tham dự Hội nghị Thượng đỉnh “Cộng đồng Châu Á Phát thải Ròng bằng 0"""
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,"Công Thương, Vneconomy",Thủ tướng Phạm Minh Chính: Quyết tâm cao hướng tới một châu Á phát triển phát thải ròng bằng 0 ,"Thủ tướng tham dự Hội nghị Thượng đỉnh “Cộng đồng Châu Á Phát thải Ròng bằng 0"""
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,"Kinh tế nông thôn, Quân đội nhân dân, Đại đoàn kết, Công luận","Một Châu Á phát thải ròng bằng ""0"" sẽ trở thành hiện thực ","Thủ tướng tham dự Hội nghị Thượng đỉnh “Cộng đồng Châu Á Phát thải Ròng bằng 0"""
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,Tuổi trẻ,Thủ tướng Phạm Minh Chính nêu loạt đề xuất để châu Á phát thải ròng bằng 0.,"Thủ tướng tham dự Hội nghị Thượng đỉnh “Cộng đồng Châu Á Phát thải Ròng bằng 0"""
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,Tạp chí Năng lượng VN,Văn bản cuối cùng ở COP28 và những hệ lụy đến ngành năng lượng Việt Nam. ,ng Đào Đình Nhật- chuyên gia Tạp chí Năng lượng VN
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,Tin tức),Quản lý loại trừ các chất gây suy giảm tầng ozone ở Việt Nam,"Hội thảo tổng kết dự án ""Kế hoạch quản lý loại trừ các chất HCFC của Việt Nam giai đoạn II"". "
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,Chính phủ,-Hướng tới mục tiêu loại bỏ các chất gây suy giảm tầng ozone. ,"Hội thảo tổng kết dự án ""Kế hoạch quản lý loại trừ các chất HCFC của Việt Nam giai đoạn II"". "
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,VOV,"Mỗi năm Việt Nam góp phần giảm thiểu 1,4 triệu tấn CO2","Hội thảo tổng kết dự án ""Kế hoạch quản lý loại trừ các chất HCFC của Việt Nam giai đoạn II"". "
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,"VietNamPlus, VnMedia, VnExpress",Việt Nam đạt cam kết giảm tiêu thụ các chất làm suy giảm tầng ozone ,"Hội thảo tổng kết dự án ""Kế hoạch quản lý loại trừ các chất HCFC của Việt Nam giai đoạn II"". "
19/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,Thời báo Tài chính,Việt Nam kiểm soát tiêu thụ chất làm suy giảm tầng ô-dôn đáp ứng cam kết quốc tế ,"Hội thảo tổng kết dự án ""Kế hoạch quản lý loại trừ các chất HCFC của Việt Nam giai đoạn II"". "
19/12/2023,KTTV - BĐKH,thông tin khác ,Quảng Bình ,3,"Công lý, VietNamPlus",Chi trả hơn 82 tỷ đồng tiền bán tín chỉ carbon cho các chủ rừng.,Sở Nông nghiệp và Phát triển nông thôn tỉnh Quảng Bình xác nhận tỉnh này chi trả 80 tỉ cho các đối tượng hưởng lợi là chủ rừng 
20/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Bnews),Cần tiếp tục làm rõ các điểm chưa thống nhất trong Luật Đất đai sửa đổi ,"Phó Chủ tịch VNREA Nguyễn Văn Đính, "
20/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Thời báo Kinh tế Sài Gòn. ,Chuyển dịch đất nông nghiệp để sản xuất lớn sao cho hiệu quả? ,Ông Đinh Tấn Phong - Viện Kinh tế – Xã hội thành phố Cần Thơ 
20/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Nghệ An. ,Nhận diện luận điệu đòi bỏ quy định sở hữu toàn dân về đất đai,"các thế lực thù địch sử dụng nhiều thủ đoạn để thực hiện chiến lược diễn biến hoà bình, chống phá Việt Nam. "
20/12/2023,đất đai,"chính sách, quản lý",Đắk Lắk ,2,Lao Động ,Rối chuyện đấu giá đất ở Đắk Lắk.,Rối chuyện đấu giá đất ở Đắk Lắk
20/12/2023,đất đai,"chính sách, quản lý",Đắk Lắk ,2,Người lao động ,Mua đất đấu giá gần 1 năm vẫn chưa có sổ đỏ. ,Rối chuyện đấu giá đất ở Đắk Lắk
20/12/2023,đất đai,"chính sách, quản lý",Đắk Lắk ,4,Người lao động,"Xem xét trách nhiệm của cá nhân, tổ chức ",Rối chuyện đấu giá đất ở Đắk Lắk
20/12/2023,đất đai,"chính sách, quản lý",Khánh Hòa ,4,Lao Động,"Chấm dứt hoạt động, thu hồi đất loạt dự án ở Khánh Hòa. ","UBND tỉnh Khánh Hòa đã có kết quả xử lý ban đầu đối với 14 dự án, công trình không đưa đất vào sử dụng hoặc chậm đưa đất vào sử dụng. "
20/12/2023,đất đai,"chính sách, quản lý",Vĩnh Phúc,4,Xây dựng,Vĩnh Phúc: Tập trung giải phóng mặt bằng Khu công nghiệp Sông Lô I,"chính quyền huyện Sông Lô và chủ đầu tư dự án - Công ty TNHH Đầu tư Phát triển hạ tầng Sông Lô đã tăng cường phối hợp, tháo gỡ vướng mắc, tập trung tối đa nhân lực phục vụ công tác giải phóng mặt bằng."
20/12/2023,đất đai,"thực trạng, sai phạm",TP.HCM,2,Diễn đàn doanh nghiệp,TP.HCM: Lãng phí “đất vàng”,"bên cạnh 26 khu “đất vàng” trên địa bàn, tình trạng “đất vàng” bỏ hoang cũng diễn ra tại khu vực trung tâm nhiều quận khác tại TP.HCM"
20/12/2023,đất đai,"thực trạng, sai phạm",Đồng Nai ,4,VTV,Đồng Nai: Chỉ đạo chỉ đạo xử lý nghiêm các đối tượng chiếm đất sân bay Long Thành. ,UBND tỉnh Đồng Nai vừa có văn bản chỉ đạo xứ lý nghiêm vụ gần 100 hecta đất dự án sân bay Long Thành bị chiếm
20/12/2023,đất đai,"thực trạng, sai phạm",Khánh Hòa ,2,Pháp luật Việt Nam ,Vụ án giao đất sai quy định tại tỉnh Khánh Hòa: “Sai phạm của các bị cáo là đặc biệt nghiêm trọng”,TAND tỉnh Khánh Hòa đã ra phán quyết với vụ án một số bị cáo giao khu đất hơn 20 ngàn m2 trên đường Trần Phú (TP Nha Trang) sai quy định cho một DN làm dự án
20/12/2023,đất đai,"thực trạng, sai phạm",TP Đà Nẵng ,2,Lao Động ,"Người dân khu vực dự án thoát lũ của Đà Nẵng không được sửa nhà, tách thửa.","81 hộ dân tại tổ 89, phường Hoà Xuân, quận Cẩm Lệ, TP Đà Nẵng suốt 10 năm nay không được sửa nhà, xây mới vì nằm trong vùng đệm thoát lũ và khu công viên công cộng, cây xanh công cộng cấp đô thị - hành lang thoát lũ và công viên kết hợp. "
20/12/2023,đất đai,"thực trạng, sai phạm",Hà Nội,2,Tiền phong ,"Phân lô, bán nền đất cụm công nghiệp rầm rộ ở huyện ngoại thành Hà Nội.","trên địa bàn huyện Thanh Oai, tình trạng rao bán shophouse dịch vụ, đất công nghiệp tại các dự án Cụm công nghiệp dù chưa đủ kiều kiện diễn ra ồ ạt."
20/12/2023,đất đai,"thực trạng, sai phạm",Đồng Tháp ,4,Sài Gòn Giải phóng,xử lý trách nhiệm đối với Chủ tịch UBND huyện Tân Hồng trong lĩnh vực đất đai ,Sở TN-MT tỉnh Đồng Tháp tổ chức Hội nghị Tổng kết công tác ngành tài nguyên và môi trường năm 2023 và triển khai nhiệm vụ năm 2024
20/12/2023,đất đai,"thực trạng, sai phạm",Bình Dương,4,Xây dựng ,Tân Uyên (Bình Dương): Xử phạt nhiều trường hợp vi phạm hành chính trong lĩnh vực đất đai.,"từ năm 2020 đến nay, thành phố Tân Uyên đã xử lý 381 trường hợp vi phạm hành chính trong lĩnh vực đất đai, tổng số tiền xử phạt, truy thu hơn 15 tỷ đồng;"
20/12/2023,đất đai,"thực trạng, sai phạm",Quảng Bình,4,(Sài Gòn Giải phóng,. Dự án đường cao tốc Bắc - Nam qua Quảng Bình: Nhiều hộ dân không thuộc diện vẫn nhận đền bù 4 tỷ đồng,"(tỉnh Quảng Bình) cho biết, địa phương đang xử lý việc đền bù giải phóng mặt bằng cao tốc Bắc - Nam không đúng đối tượng"
20/12/2023,đất đai,"thực trạng, sai phạm",Hà Nội,4,. VOV ,Sẽ cưỡng chế thu hồi đất dự án xây trường mầm non tại phường Phương Liệt.,", thông tin về việc cưỡng chế thu hồi đất của các hộ dân để thực hiện dự án xây dựng Trường mầm non Phương Liệt, ông Lê Hồng Thắng, Phó Chủ tịch quận Thanh Xuân (Hà Nội) cho biết sắp tới"
20/12/2023,đất đai,"thực trạng, sai phạm",Vĩnh Phúc,4,Xây dựng ,Phúc Yên (Vĩnh Phúc): Thực hiện xử lý vi phạm đất đai tại xã Cao Minh.,"UBND thành phố Phúc Yên tổ chức cưỡng chế, bắt buộc thực hiện biện pháp khắc phục hậu quả đối với 17 hộ gia đình, cá nhân vi phạm đất đai tại xã Cao Minh."
20/12/2023,đất đai,"thực trạng, sai phạm",Hà Nội,2,Xây dựng ,Chương Mỹ (Hà Nội): Cần xử lý hàng loạt công trình xây dựng trái phép trên đất nông nghiệp tại xã Quảng Bị. ,"người dân thôn Liên Hợp, xã Quảng Bị (huyện Chương Mỹ, Hà Nội)  về việc nhiều hộ dân trên địa bàn ngang nhiên xây dựng trái phép trên đất nông nghiệp"
20/12/2023,đất đai,"thực trạng, sai phạm",Quảng Bình,2,"Tuổi trẻ, ",18 hộ dân khai khống đất nhận hơn 4 tỉ đồng tiền đền bù từ cao tốc Bắc – Nam. ,UBND thị xã Ba Đồn (tỉnh Quảng Bình) đang xử lý việc chi tiền đền bù giải phóng mặt bằng cao tốc Bắc - Nam không đúng đối tượng với số tiền lên đến hơn 4 tỉ đồng tại xã Quảng Sơn
20/12/2023,đất đai,"thực trạng, sai phạm",Hà Tĩnh,2,Đại biểu nhân dân,Cận cảnh gần 4000m2 đất nông nghiệp bị Công ty Cầu đường New Sun san lấp trái phép. ,Công ty Cầu đường New Sun đã cho máy móc chở đất về san lấp trái phép 3.950m2 đất nông nghiệp của 18 hộ dân tại Hà Tĩnh
20/12/2023,đất đai,"thực trạng, sai phạm",Long An ,2,(Đầu tư,Long An: Công trình xây dựng không phép vẫn “lừng lững” sau quyết định xử phạt.,"Trước đó, năm 2022, UBND huyện Cần Đước, tỉnh Long An đã có Quyết định số 827/QĐ-XPHC xử phạt hành chính 52,5 triệu đồng đối với ông Lâm Tấn Kiệt "
20/12/2023,nước,"kiến nghị, xử lý",toàn quốc,4,Kinh tế & Đô thị,Giải bài toán thiếu nước sạch đô thị: Quản lý chặt các chỉ tiêu quy hoạch.,Lĩnh vực cấp nước sạch đã và đang là vấn đề quan tâm của rất nhiều người dân khi tình trạng thiếu nguồn nước sinh hoạt hay chất lượng nước không thực sự “sạch” thường xuyên xảy ra tại một số khu đô thị (KĐT) tập trung đông dân cư.
20/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Thanh niên ,"Lợi nhuận sau thuế với điện rác, điện sinh khối trên vốn góp là 12%.","dự thảo dự thảo thông tư quy định phương pháp xây dựng khung giá phát điện áp dụng cho nhà máy điện chất thải, điện sinh khối đang được Bộ Công thương lấy ý kiến "
20/12/2023,môi trường,"chính sách, quản lý",Đắk Nông,4,Dân trí,Cấp phép môi trường cho Nhà máy sản xuất alumin Nhân Cơ,"Bộ Tài nguyên và Môi trường Võ Tuấn Nhân vừa ký quyết định cấp phép cho Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam (TKV) được thực hiện các hoạt động bảo vệ môi trường của Nhà máy sản xuất alumin Nhân Cơ (xã Nhân Cơ, huyện Đắk R'lấp, tỉnh Đắk Nông)"
20/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,VietNamPlus,"Giảm thiểu chất thải nhựa, túi nilon: Cần 'sức mạnh mềm' tiêu dùng Xanh ",Hội thảo “Thúc đẩy giải pháp thay thế cho sản phẩm nhựa dùng một lần tại Việt Nam”
20/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Quân đội nhân dân,"Thúc đẩy giải pháp thay thế cho sản phẩm nhựa dùng một lần, ","Ông Nguyễn Minh Khoa, chuyên gia của Viện Chiến lược, Chính sách tài nguyên và môi trường đề xuất"
20/12/2023,môi trường,"kiến nghị, xử lý",toàn quốc,4,Đại đoàn kết ,Đừng để ‘tử vong sớm’ vì ô nhiễm không khí. ,TS Hoàng Dương Tùng - Chủ tịch Mạng lưới không khí sạch Việt Nam
20/12/2023,môi trường,"chính sách, quản lý",Hà Nội ,4,Hà Nội mới,Chú trọng công tác bảo vệ môi trường ngành Công Thương năm 2024. ,UBND thành phố Hà Nội vừa ban hành Kế hoạch bảo vệ môi trường ngành Công Thương Hà Nội năm 2024
20/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,"Công an nhân dân, ",Giao thông xanh trở thành hiện thực trong vòng 5-10 năm tới. ,Tọa đàm “Cơ sở hạ tầng bền vững và giao thông xanh
20/12/2023,môi trường,"chính sách, quản lý",TP.HCM ,4,"Một Thế giới, Tuổi trẻ ",*Giá dịch vụ thoát nước và xử lý nước thải tăng thêm 5% từ ngày 1.1.2024,"từ ngày 1.1.2024, giá dịch vụ thoát nước và xử lý nước thải tại TP.HCM sẽ tăng 5% so với hiện nay."
20/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,VietNamPlu,Ngành gỗ Việt Nam xanh hóa để tăng cạnh tranh và phát triển bền vững. ,ngành gỗ Việt Nam cũng dần đi theo con đường xanh hóa trong các khâu để phát triển bền vững. 
20/12/2023,môi trường,"kiến nghị, xử lý",Thanh Hoá ,4,Thanh tra,Yêu cầu Công ty Bao bì in báo lập hồ sơ để được cấp giấy phép môi trường,Sở TN&MT Thanh Hoá đã có Thông báo số 278/TB-STNMT kết quả kiểm tra công tác bảo vệ môi trường tại Nhà máy In Báo Thanh Hoá của Công ty Bao bì in báo
20/12/2023,môi trường,"thực trạng, sai phạm",Nghệ An ,2,Tiền phong,"kêu cứu vì mịt mù bụi mịn từ nhà máy bột đá, địa phương nói 'ô nhiễm trong phạm vi cho phép'.","Nhiều hộ dân ở xã Châu Quang, huyện Quỳ Hợp, Nghệ An kêu cứu vì mịt mù bụi mịn từ nhà máy bột đá, địa phương nói 'ô nhiễm trong phạm vi cho phép'"
20/12/2023,môi trường,"thực trạng, sai phạm",Khánh Hoà,2,Môi trường và Đô thị ,Bãi rác Hòn Ngang vẫn tiếp tục xả thải gây ô nhiễm môi trường.,"“Khánh Hoà: Cần kiểm tra, xử lý bãi rác Hòn Ngang gây ô nhiễm môi trường”."
20/12/2023,môi trường,"thực trạng, sai phạm",Quảng Nam,4,Xây dựng ,Quảng Nam: Công ty khoáng sản Đại Sơn từng bị yêu cầu lập giấy phép môi trường liên quan mỏ đất tại huyện Núi Thành.,"lãnh đạo Phòng Tài nguyên và Môi trường huyện Núi Thành, Quảng Nam, cho biết đơn vị đã có kiểm tra đối với Công ty TNHH khoáng sản Đại Sơn (thôn Trung Lương, xã Tam Mỹ Tây"
20/12/2023,môi trường,"thực trạng, sai phạm",(Khánh Hòa,2,Sài Gòn Giải phóng ,Trạm xử lý nước gây ô nhiễm nguồn nước?.,"phản ánh của người dân xã Vĩnh Lương, TP Nha Trang (Khánh Hòa) về tình trạng ô nhiễm nguồn nước do nước thải từ Trạm xử lý nước rỉ rác Lương Hòa"
20/12/2023,địa chất - khoáng sản,"chính sách, quản lý","Yên Bái và các tỉnh, thành phố phía Bắc",3,Chính phủ ,"Phó Thủ tướng gửi Thư khen việc triệt phá thành công đường dây khai thác trái phép khoáng sản, ","Phó Thủ tướng gửi Thư khen việc triệt phá thành công đường dây khai thác trái phép khoáng sản, vi phạm quy định về kế toán gây hậu quả nghiêm trọng, buôn lậu đất hiếm xảy ra trên địa bàn tỉnh Yên Bái và các tỉnh, thành phố phía Bắc"
20/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Hà Nội ,2,"Dân Việt, ","Nhiều núi đất nhân tạo khổng lồ ""mọc"" trái phép ở ngoại thành Hà Nội. ","tình trạng có các núi đất nhân tạo  tại khu vực ven cao tốc Hòa Lạc - Hòa Bình, cách UBND xã Yên Trung, huyện Thạch Thất, TP.Hà Nội khoảng vài trăm mét "
20/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Quảng Ngãi ,4,"Thanh niên, ",* Quảng Ngãi: Công an làm rõ vụ khai thác cát trái phép tại sông Bàu Giang.,"Công an TP.Quảng Ngãi đang tiến hành xác minh, làm rõ vụ Công ty TNHH xây dựng thương mại dịch vụ Nguyên Tâm (đơn vị thi công dự án nạo vét, khơi thông đoạn sông Phước Giang - Bàu Giang và Phước Giang - La Hà, ở H.Tư Nghĩa) dùng bè kim loại hút cát, bùn, đất…"
20/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Sóc Trăng ,2,Tuổi trẻ,"Thiếu cát, phải mót từng xe, đắp từng mét đường ở công trường cao tốc trục ngang dài nhất miền Tây.","Nhà thầu cao tốc Châu Đốc - Cần Thơ - Sóc Trăng phải ‘mót’ từng xe cát, đắp từng mét đường công vụ để vào công trường thi công do nguồn cung cát, đá bị cắt đứt."
20/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Hà Nội,2,"Kinh tế & Đô thị,",Hà Nội: Bắt quả tang tàu hút cát trái phép ở Ba Vì giữa đêm khuya. ,"Công an huyện Ba Vì (Hà Nội) đã phối hợp Đội Cảnh sát đường thủy số 1 - Phòng Cảnh sát giao thông, Công an TP Hà Nội bắt quả tang tàu hút cát trái phép trên sông Hồng. "
20/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Hà Nội ,4,Kinh tế & Đô thị ,"Cử tri huyện Thanh Trì đề nghị kiểm tra, xử lý nghiêm vấn đề “cát tặc”.","Tổ đại biểu HĐND TP Hà Nội – Đơn vị bầu cử số 19 đã có buổi tiếp xúc cử tri huyện Thanh Trì sau kỳ họp thường lệ cuối năm 2023 (Kỳ họp thứ 14) HĐND TP Hà Nội khóa XVI, nhiệm kỳ 2021 - 2026"
20/12/2023,KTTV - BĐKH,thông tin khác ,toàn quốc,4,Thời báo Kinh tế Sài Gòn.,Thỏa thuận hợp tác chuyển dịch năng lượng công bằng (JETP) mang lại lợi ích gì? ,Hai ngành phát thải nhiều nhất tại Việt Nam là: năng lượng và vận tải cũng là những lĩnh vực chịu ảnh hưởng lớn khi thực hiện Thỏa thuận này
